concurrency control mechanisms in operating systems
26 Q0 CACM-1461 1 0.36090839167734473 TFIDFSystem
26 Q0 CACM-2844 2 0.3320040531149495 TFIDFSystem
26 Q0 CACM-2626 3 0.24375618207916921 TFIDFSystem
26 Q0 CACM-2578 4 0.23303947608260653 TFIDFSystem
26 Q0 CACM-3068 5 0.2329987688152541 TFIDFSystem
26 Q0 CACM-1922 6 0.22571702063709623 TFIDFSystem
26 Q0 CACM-2364 7 0.1880975171975802 TFIDFSystem
26 Q0 CACM-2256 8 0.1880975171975802 TFIDFSystem
26 Q0 CACM-0121 9 0.1770329573624284 TFIDFSystem
26 Q0 CACM-0483 10 0.16600202655747476 TFIDFSystem
26 Q0 CACM-2345 11 0.1623236288026832 TFIDFSystem
26 Q0 CACM-2796 12 0.1560173696472147 TFIDFSystem
26 Q0 CACM-2939 13 0.15500982470320357 TFIDFSystem
26 Q0 CACM-2111 14 0.15121960603531864 TFIDFSystem
26 Q0 CACM-2870 15 0.14987743506881782 TFIDFSystem
26 Q0 CACM-2709 16 0.14954336770987742 TFIDFSystem
26 Q0 CACM-2377 17 0.14867856253523315 TFIDFSystem
26 Q0 CACM-1755 18 0.14245064185180473 TFIDFSystem
26 Q0 CACM-2632 19 0.14114034601749495 TFIDFSystem
26 Q0 CACM-0059 20 0.139103280749458 TFIDFSystem
26 Q0 CACM-2840 21 0.1388950908832482 TFIDFSystem
26 Q0 CACM-1338 22 0.13679819432551288 TFIDFSystem
26 Q0 CACM-0638 23 0.13679819432551288 TFIDFSystem
26 Q0 CACM-1069 24 0.13651519844131285 TFIDFSystem
26 Q0 CACM-1462 25 0.13534064687900427 TFIDFSystem
26 Q0 CACM-2740 26 0.1328990834641324 TFIDFSystem
26 Q0 CACM-2069 27 0.13203965549171148 TFIDFSystem
26 Q0 CACM-2319 28 0.1312978896874561 TFIDFSystem
26 Q0 CACM-2372 29 0.13063609911733942 TFIDFSystem
26 Q0 CACM-2985 30 0.13043681750480565 TFIDFSystem
26 Q0 CACM-3154 31 0.1299090766256669 TFIDFSystem
26 Q0 CACM-2407 32 0.1287506694318471 TFIDFSystem
26 Q0 CACM-0617 33 0.1271645186687866 TFIDFSystem
