Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              N              0.0              0.0
6              N              0.0              0.0
7              N              0.0              0.0
8              N              0.0              0.0
9              N              0.0              0.0
10             N              0.0              0.0
11             N              0.0              0.0
12             N              0.0              0.0
13             N              0.0              0.0
14             N              0.0              0.0
15             N              0.0              0.0
16             N              0.0              0.0
17             N              0.0              0.0
18             N              0.0              0.0
19             N              0.0              0.0
20             R              0.05          0.3333
21             N              0.0476         0.3333
22             N              0.0455         0.3333
23             N              0.0435         0.3333
24             N              0.0417         0.3333
25             N              0.04          0.3333
26             N              0.0385         0.3333
27             N              0.037         0.3333
28             N              0.0357         0.3333
29             N              0.0345         0.3333
30             N              0.0333         0.3333
31             N              0.0323         0.3333
32             N              0.0312         0.3333
33             N              0.0303         0.3333
34             N              0.0294         0.3333
35             R              0.0571         0.6667
36             N              0.0556         0.6667
37             N              0.0541         0.6667
38             N              0.0526         0.6667
39             N              0.0513         0.6667
40             N              0.05          0.6667
41             N              0.0488         0.6667
42             N              0.0476         0.6667
43             N              0.0465         0.6667
44             N              0.0455         0.6667
45             N              0.0444         0.6667
46             N              0.0435         0.6667
47             N              0.0426         0.6667
48             N              0.0417         0.6667
49             N              0.0408         0.6667
50             N              0.04          0.6667
51             N              0.0392         0.6667
52             N              0.0385         0.6667
53             N              0.0377         0.6667
54             N              0.037         0.6667
55             N              0.0364         0.6667
56             N              0.0357         0.6667
57             N              0.0351         0.6667
58             N              0.0345         0.6667
59             N              0.0339         0.6667
60             N              0.0333         0.6667
61             N              0.0328         0.6667
62             N              0.0323         0.6667
63             R              0.0476            1.0
64             N              0.0469            1.0
65             N              0.0462            1.0
66             N              0.0455            1.0
67             N              0.0448            1.0
68             N              0.0441            1.0
69             N              0.0435            1.0
70             N              0.0429            1.0
71             N              0.0423            1.0
72             N              0.0417            1.0
73             N              0.0411            1.0
74             N              0.0405            1.0
75             N              0.04             1.0
76             N              0.0395            1.0
77             N              0.039            1.0
78             N              0.0385            1.0
79             N              0.038            1.0
80             N              0.0375            1.0
81             N              0.037            1.0
82             N              0.0366            1.0
83             N              0.0361            1.0
84             N              0.0357            1.0
85             N              0.0353            1.0
86             N              0.0349            1.0
87             N              0.0345            1.0
88             N              0.0341            1.0
89             N              0.0337            1.0
90             N              0.0333            1.0
91             N              0.033            1.0
92             N              0.0326            1.0
93             N              0.0323            1.0
94             N              0.0319            1.0
95             N              0.0316            1.0
96             N              0.0312            1.0
97             N              0.0309            1.0
98             N              0.0306            1.0
99             N              0.0303            1.0
100            N              0.03             1.0
**********************************

Average Precision -> 0.05156666666666667
Precision at K = 5 :0.0
Precision at K = 20 :0.05
