Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              N              0.0              0.0
6              N              0.0              0.0
7              N              0.0              0.0
8              N              0.0              0.0
9              N              0.0              0.0
10             N              0.0              0.0
11             N              0.0              0.0
12             N              0.0              0.0
13             N              0.0              0.0
14             N              0.0              0.0
15             N              0.0              0.0
16             N              0.0              0.0
17             N              0.0              0.0
18             N              0.0              0.0
19             N              0.0              0.0
20             N              0.0              0.0
21             N              0.0              0.0
22             N              0.0              0.0
23             N              0.0              0.0
24             N              0.0              0.0
25             N              0.0              0.0
26             N              0.0              0.0
27             N              0.0              0.0
28             N              0.0              0.0
29             N              0.0              0.0
30             R              0.0333         0.0233
31             N              0.0323         0.0233
32             N              0.0312         0.0233
33             N              0.0303         0.0233
34             N              0.0294         0.0233
35             N              0.0286         0.0233
36             N              0.0278         0.0233
37             N              0.027         0.0233
38             N              0.0263         0.0233
39             R              0.0513         0.0465
40             N              0.05          0.0465
41             N              0.0488         0.0465
42             N              0.0476         0.0465
43             N              0.0465         0.0465
44             R              0.0682         0.0698
45             N              0.0667         0.0698
46             N              0.0652         0.0698
47             N              0.0638         0.0698
48             N              0.0625         0.0698
49             N              0.0612         0.0698
50             N              0.06          0.0698
51             N              0.0588         0.0698
52             N              0.0577         0.0698
53             N              0.0566         0.0698
54             N              0.0556         0.0698
55             N              0.0545         0.0698
56             N              0.0536         0.0698
57             N              0.0526         0.0698
58             N              0.0517         0.0698
59             N              0.0508         0.0698
60             N              0.05          0.0698
61             N              0.0492         0.0698
62             N              0.0484         0.0698
63             N              0.0476         0.0698
64             N              0.0469         0.0698
65             N              0.0462         0.0698
66             N              0.0455         0.0698
67             N              0.0448         0.0698
68             N              0.0441         0.0698
69             N              0.0435         0.0698
70             N              0.0429         0.0698
71             N              0.0423         0.0698
72             N              0.0417         0.0698
73             N              0.0411         0.0698
74             N              0.0405         0.0698
75             N              0.04          0.0698
76             N              0.0395         0.0698
77             N              0.039         0.0698
78             N              0.0385         0.0698
79             R              0.0506          0.093
80             N              0.05           0.093
81             N              0.0494          0.093
82             N              0.0488          0.093
83             N              0.0482          0.093
84             N              0.0476          0.093
85             N              0.0471          0.093
86             N              0.0465          0.093
87             N              0.046          0.093
88             N              0.0455          0.093
89             N              0.0449          0.093
90             N              0.0444          0.093
91             N              0.044          0.093
92             N              0.0435          0.093
93             N              0.043          0.093
94             N              0.0426          0.093
95             N              0.0421          0.093
96             N              0.0417          0.093
97             N              0.0412          0.093
98             N              0.0408          0.093
99             N              0.0404          0.093
100            N              0.04           0.093
**********************************

Average Precision -> 0.05085
Precision at K = 5 :0.0
Precision at K = 20 :0.0
