Rank		Relevance		Precision		Recall
1              R              1.0           0.0526
2              R              1.0           0.1053
3              N              0.6667         0.1053
4              N              0.5           0.1053
5              N              0.4           0.1053
6              N              0.3333         0.1053
7              R              0.4286         0.1579
8              N              0.375         0.1579
9              N              0.3333         0.1579
10             R              0.4           0.2105
11             R              0.4545         0.2632
12             N              0.4167         0.2632
13             N              0.3846         0.2632
14             N              0.3571         0.2632
15             N              0.3333         0.2632
16             N              0.3125         0.2632
17             N              0.2941         0.2632
18             N              0.2778         0.2632
19             N              0.2632         0.2632
20             N              0.25          0.2632
21             N              0.2381         0.2632
22             N              0.2273         0.2632
23             N              0.2174         0.2632
24             N              0.2083         0.2632
25             N              0.2           0.2632
26             N              0.1923         0.2632
27             N              0.1852         0.2632
28             N              0.1786         0.2632
29             N              0.1724         0.2632
30             N              0.1667         0.2632
31             N              0.1613         0.2632
32             N              0.1562         0.2632
33             N              0.1515         0.2632
34             N              0.1471         0.2632
35             N              0.1429         0.2632
36             N              0.1389         0.2632
37             N              0.1351         0.2632
38             N              0.1316         0.2632
39             N              0.1282         0.2632
40             N              0.125         0.2632
41             N              0.122         0.2632
42             N              0.119         0.2632
43             N              0.1163         0.2632
44             N              0.1136         0.2632
45             N              0.1111         0.2632
46             N              0.1087         0.2632
47             N              0.1064         0.2632
48             N              0.1042         0.2632
49             N              0.102         0.2632
50             R              0.12          0.3158
51             N              0.1176         0.3158
52             N              0.1154         0.3158
53             N              0.1132         0.3158
54             N              0.1111         0.3158
55             N              0.1091         0.3158
56             N              0.1071         0.3158
57             N              0.1053         0.3158
58             N              0.1034         0.3158
59             N              0.1017         0.3158
60             N              0.1           0.3158
61             N              0.0984         0.3158
62             N              0.0968         0.3158
63             N              0.0952         0.3158
64             N              0.0938         0.3158
65             N              0.0923         0.3158
66             N              0.0909         0.3158
67             N              0.0896         0.3158
68             N              0.0882         0.3158
69             N              0.087         0.3158
70             N              0.0857         0.3158
71             N              0.0845         0.3158
72             N              0.0833         0.3158
73             N              0.0822         0.3158
74             N              0.0811         0.3158
75             N              0.08          0.3158
76             N              0.0789         0.3158
77             N              0.0779         0.3158
78             N              0.0769         0.3158
79             N              0.0759         0.3158
80             N              0.075         0.3158
81             N              0.0741         0.3158
82             N              0.0732         0.3158
83             N              0.0723         0.3158
84             R              0.0833         0.3684
85             N              0.0824         0.3684
86             N              0.0814         0.3684
87             N              0.0805         0.3684
88             N              0.0795         0.3684
89             N              0.0787         0.3684
90             N              0.0778         0.3684
91             N              0.0769         0.3684
92             N              0.0761         0.3684
93             N              0.0753         0.3684
94             N              0.0745         0.3684
95             N              0.0737         0.3684
96             N              0.0729         0.3684
97             N              0.0722         0.3684
98             N              0.0714         0.3684
99             N              0.0707         0.3684
100            N              0.07          0.3684
**********************************

Average Precision -> 0.4980571428571428
Precision at K = 5 :0.4
Precision at K = 20 :0.25
