Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              R              0.3333         0.0333
4              N              0.25          0.0333
5              R              0.4           0.0667
6              N              0.3333         0.0667
7              N              0.2857         0.0667
8              N              0.25          0.0667
9              N              0.2222         0.0667
10             N              0.2           0.0667
11             N              0.1818         0.0667
12             N              0.1667         0.0667
13             N              0.1538         0.0667
14             N              0.1429         0.0667
15             N              0.1333         0.0667
16             N              0.125         0.0667
17             N              0.1176         0.0667
18             N              0.1111         0.0667
19             N              0.1053         0.0667
20             N              0.1           0.0667
21             N              0.0952         0.0667
22             N              0.0909         0.0667
23             R              0.1304            0.1
24             N              0.125            0.1
25             N              0.12             0.1
26             N              0.1154            0.1
27             R              0.1481         0.1333
28             N              0.1429         0.1333
29             N              0.1379         0.1333
30             R              0.1667         0.1667
31             N              0.1613         0.1667
32             N              0.1562         0.1667
33             N              0.1515         0.1667
34             N              0.1471         0.1667
35             N              0.1429         0.1667
36             N              0.1389         0.1667
37             N              0.1351         0.1667
38             R              0.1579            0.2
39             N              0.1538            0.2
40             N              0.15             0.2
41             N              0.1463            0.2
42             N              0.1429            0.2
43             N              0.1395            0.2
44             N              0.1364            0.2
45             N              0.1333            0.2
46             N              0.1304            0.2
47             N              0.1277            0.2
48             N              0.125            0.2
49             N              0.1224            0.2
50             N              0.12             0.2
51             N              0.1176            0.2
52             N              0.1154            0.2
53             N              0.1132            0.2
54             N              0.1111            0.2
55             N              0.1091            0.2
56             N              0.1071            0.2
57             N              0.1053            0.2
58             N              0.1034            0.2
59             R              0.1186         0.2333
60             N              0.1167         0.2333
61             N              0.1148         0.2333
62             N              0.1129         0.2333
63             N              0.1111         0.2333
64             N              0.1094         0.2333
65             N              0.1077         0.2333
66             N              0.1061         0.2333
67             N              0.1045         0.2333
68             N              0.1029         0.2333
69             N              0.1014         0.2333
70             N              0.1           0.2333
71             N              0.0986         0.2333
72             N              0.0972         0.2333
73             N              0.0959         0.2333
74             N              0.0946         0.2333
75             N              0.0933         0.2333
76             N              0.0921         0.2333
77             N              0.0909         0.2333
78             N              0.0897         0.2333
79             N              0.0886         0.2333
80             N              0.0875         0.2333
81             N              0.0864         0.2333
82             N              0.0854         0.2333
83             N              0.0843         0.2333
84             N              0.0833         0.2333
85             N              0.0824         0.2333
86             N              0.0814         0.2333
87             N              0.0805         0.2333
88             N              0.0795         0.2333
89             N              0.0787         0.2333
90             N              0.0778         0.2333
91             R              0.0879         0.2667
92             N              0.087         0.2667
93             N              0.086         0.2667
94             N              0.0851         0.2667
95             N              0.0842         0.2667
96             N              0.0833         0.2667
97             R              0.0928            0.3
98             N              0.0918            0.3
99             N              0.0909            0.3
100            N              0.09             0.3
**********************************

Average Precision -> 0.18174444444444446
Precision at K = 5 :0.4
Precision at K = 20 :0.1
