Rank		Relevance		Precision		Recall
1              R              1.0              0.5
2              N              0.5              0.5
3              R              0.6667            1.0
4              N              0.5              1.0
5              N              0.4              1.0
6              N              0.3333            1.0
7              N              0.2857            1.0
8              N              0.25             1.0
9              N              0.2222            1.0
10             N              0.2              1.0
11             N              0.1818            1.0
12             N              0.1667            1.0
13             N              0.1538            1.0
14             N              0.1429            1.0
15             N              0.1333            1.0
16             N              0.125            1.0
17             N              0.1176            1.0
18             N              0.1111            1.0
19             N              0.1053            1.0
20             N              0.1              1.0
21             N              0.0952            1.0
22             N              0.0909            1.0
23             N              0.087            1.0
24             N              0.0833            1.0
25             N              0.08             1.0
26             N              0.0769            1.0
27             N              0.0741            1.0
28             N              0.0714            1.0
29             N              0.069            1.0
30             N              0.0667            1.0
31             N              0.0645            1.0
32             N              0.0625            1.0
33             N              0.0606            1.0
34             N              0.0588            1.0
35             N              0.0571            1.0
36             N              0.0556            1.0
37             N              0.0541            1.0
38             N              0.0526            1.0
39             N              0.0513            1.0
40             N              0.05             1.0
41             N              0.0488            1.0
42             N              0.0476            1.0
43             N              0.0465            1.0
44             N              0.0455            1.0
45             N              0.0444            1.0
46             N              0.0435            1.0
47             N              0.0426            1.0
48             N              0.0417            1.0
49             N              0.0408            1.0
50             N              0.04             1.0
51             N              0.0392            1.0
52             N              0.0385            1.0
53             N              0.0377            1.0
54             N              0.037            1.0
55             N              0.0364            1.0
56             N              0.0357            1.0
57             N              0.0351            1.0
58             N              0.0345            1.0
59             N              0.0339            1.0
60             N              0.0333            1.0
61             N              0.0328            1.0
62             N              0.0323            1.0
63             N              0.0317            1.0
64             N              0.0312            1.0
65             N              0.0308            1.0
66             N              0.0303            1.0
67             N              0.0299            1.0
68             N              0.0294            1.0
69             N              0.029            1.0
70             N              0.0286            1.0
71             N              0.0282            1.0
72             N              0.0278            1.0
73             N              0.0274            1.0
74             N              0.027            1.0
75             N              0.0267            1.0
76             N              0.0263            1.0
77             N              0.026            1.0
78             N              0.0256            1.0
79             N              0.0253            1.0
80             N              0.025            1.0
81             N              0.0247            1.0
82             N              0.0244            1.0
83             N              0.0241            1.0
84             N              0.0238            1.0
85             N              0.0235            1.0
86             N              0.0233            1.0
87             N              0.023            1.0
88             N              0.0227            1.0
89             N              0.0225            1.0
90             N              0.0222            1.0
91             N              0.022            1.0
92             N              0.0217            1.0
93             N              0.0215            1.0
94             N              0.0213            1.0
95             N              0.0211            1.0
96             N              0.0208            1.0
97             N              0.0206            1.0
98             N              0.0204            1.0
99             N              0.0202            1.0
100            N              0.02             1.0
**********************************

Average Precision -> 0.83335
Precision at K = 5 :0.4
Precision at K = 20 :0.1
