Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              R              0.2           0.0833
6              R              0.3333         0.1667
7              N              0.2857         0.1667
8              N              0.25          0.1667
9              N              0.2222         0.1667
10             N              0.2           0.1667
11             N              0.1818         0.1667
12             N              0.1667         0.1667
13             N              0.1538         0.1667
14             N              0.1429         0.1667
15             R              0.2             0.25
16             N              0.1875           0.25
17             N              0.1765           0.25
18             N              0.1667           0.25
19             N              0.1579           0.25
20             R              0.2           0.3333
21             N              0.1905         0.3333
22             N              0.1818         0.3333
23             N              0.1739         0.3333
24             N              0.1667         0.3333
25             N              0.16          0.3333
26             N              0.1538         0.3333
27             N              0.1481         0.3333
28             N              0.1429         0.3333
29             N              0.1379         0.3333
30             N              0.1333         0.3333
31             N              0.129         0.3333
32             N              0.125         0.3333
33             N              0.1212         0.3333
34             N              0.1176         0.3333
35             N              0.1143         0.3333
36             N              0.1111         0.3333
37             N              0.1081         0.3333
38             N              0.1053         0.3333
39             N              0.1026         0.3333
40             N              0.1           0.3333
41             N              0.0976         0.3333
42             N              0.0952         0.3333
43             R              0.1163         0.4167
44             N              0.1136         0.4167
45             N              0.1111         0.4167
46             N              0.1087         0.4167
47             N              0.1064         0.4167
48             N              0.1042         0.4167
49             N              0.102         0.4167
50             N              0.1           0.4167
51             N              0.098         0.4167
52             N              0.0962         0.4167
53             N              0.0943         0.4167
54             N              0.0926         0.4167
55             N              0.0909         0.4167
56             N              0.0893         0.4167
57             N              0.0877         0.4167
58             N              0.0862         0.4167
59             N              0.0847         0.4167
60             N              0.0833         0.4167
61             N              0.082         0.4167
62             N              0.0806         0.4167
63             N              0.0794         0.4167
64             N              0.0781         0.4167
65             N              0.0769         0.4167
66             N              0.0758         0.4167
67             N              0.0746         0.4167
68             N              0.0735         0.4167
69             N              0.0725         0.4167
70             N              0.0714         0.4167
71             N              0.0704         0.4167
72             N              0.0694         0.4167
73             N              0.0685         0.4167
74             N              0.0676         0.4167
75             N              0.0667         0.4167
76             N              0.0658         0.4167
77             N              0.0649         0.4167
78             N              0.0641         0.4167
79             N              0.0633         0.4167
80             N              0.0625         0.4167
81             N              0.0617         0.4167
82             N              0.061         0.4167
83             N              0.0602         0.4167
84             N              0.0595         0.4167
85             N              0.0588         0.4167
86             N              0.0581         0.4167
87             N              0.0575         0.4167
88             N              0.0568         0.4167
89             N              0.0562         0.4167
90             N              0.0556         0.4167
91             N              0.0549         0.4167
92             N              0.0543         0.4167
93             N              0.0538         0.4167
94             N              0.0532         0.4167
95             N              0.0526         0.4167
96             N              0.0521         0.4167
97             N              0.0515         0.4167
98             N              0.051         0.4167
99             N              0.0505         0.4167
100            N              0.05          0.4167
**********************************

Average Precision -> 0.20992000000000002
Precision at K = 5 :0.2
Precision at K = 20 :0.2
