Rank		Relevance		Precision		Recall
1              R              1.0           0.1111
2              R              1.0           0.2222
3              N              0.6667         0.2222
4              N              0.5           0.2222
5              N              0.4           0.2222
6              R              0.5           0.3333
7              N              0.4286         0.3333
8              N              0.375         0.3333
9              N              0.3333         0.3333
10             N              0.3           0.3333
11             N              0.2727         0.3333
12             N              0.25          0.3333
13             N              0.2308         0.3333
14             N              0.2143         0.3333
15             N              0.2           0.3333
16             N              0.1875         0.3333
17             N              0.1765         0.3333
18             N              0.1667         0.3333
19             N              0.1579         0.3333
20             N              0.15          0.3333
21             N              0.1429         0.3333
22             N              0.1364         0.3333
23             N              0.1304         0.3333
24             N              0.125         0.3333
25             N              0.12          0.3333
26             N              0.1154         0.3333
27             N              0.1111         0.3333
28             R              0.1429         0.4444
29             N              0.1379         0.4444
30             N              0.1333         0.4444
31             N              0.129         0.4444
32             N              0.125         0.4444
33             N              0.1212         0.4444
34             N              0.1176         0.4444
35             N              0.1143         0.4444
36             N              0.1111         0.4444
37             N              0.1081         0.4444
38             N              0.1053         0.4444
39             N              0.1026         0.4444
40             N              0.1           0.4444
41             N              0.0976         0.4444
42             N              0.0952         0.4444
43             R              0.1163         0.5556
44             N              0.1136         0.5556
45             N              0.1111         0.5556
46             N              0.1087         0.5556
47             N              0.1064         0.5556
48             N              0.1042         0.5556
49             N              0.102         0.5556
50             N              0.1           0.5556
51             N              0.098         0.5556
52             N              0.0962         0.5556
53             N              0.0943         0.5556
54             N              0.0926         0.5556
55             N              0.0909         0.5556
56             N              0.0893         0.5556
57             N              0.0877         0.5556
58             N              0.0862         0.5556
59             N              0.0847         0.5556
60             N              0.0833         0.5556
61             N              0.082         0.5556
62             N              0.0806         0.5556
63             N              0.0794         0.5556
64             N              0.0781         0.5556
65             N              0.0769         0.5556
66             N              0.0758         0.5556
67             N              0.0746         0.5556
68             R              0.0882         0.6667
69             N              0.087         0.6667
70             N              0.0857         0.6667
71             N              0.0845         0.6667
72             N              0.0833         0.6667
73             N              0.0822         0.6667
74             N              0.0811         0.6667
75             N              0.08          0.6667
76             N              0.0789         0.6667
77             N              0.0779         0.6667
78             N              0.0769         0.6667
79             N              0.0759         0.6667
80             N              0.075         0.6667
81             N              0.0741         0.6667
82             N              0.0732         0.6667
83             N              0.0723         0.6667
84             N              0.0714         0.6667
85             N              0.0706         0.6667
86             N              0.0698         0.6667
87             N              0.069         0.6667
88             N              0.0682         0.6667
89             N              0.0674         0.6667
90             N              0.0667         0.6667
91             N              0.0659         0.6667
92             N              0.0652         0.6667
93             N              0.0645         0.6667
94             N              0.0638         0.6667
95             N              0.0632         0.6667
96             N              0.0625         0.6667
97             N              0.0619         0.6667
98             N              0.0612         0.6667
99             N              0.0606         0.6667
100            N              0.06          0.6667
**********************************

Average Precision -> 0.47456666666666664
Precision at K = 5 :0.4
Precision at K = 20 :0.15
