Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              R              0.5           0.0227
3              N              0.3333         0.0227
4              R              0.5           0.0455
5              N              0.4           0.0455
6              R              0.5           0.0682
7              N              0.4286         0.0682
8              N              0.375         0.0682
9              N              0.3333         0.0682
10             R              0.4           0.0909
11             N              0.3636         0.0909
12             N              0.3333         0.0909
13             N              0.3077         0.0909
14             N              0.2857         0.0909
15             N              0.2667         0.0909
16             N              0.25          0.0909
17             R              0.2941         0.1136
18             R              0.3333         0.1364
19             N              0.3158         0.1364
20             R              0.35          0.1591
21             R              0.381         0.1818
22             N              0.3636         0.1818
23             N              0.3478         0.1818
24             N              0.3333         0.1818
25             N              0.32          0.1818
26             N              0.3077         0.1818
27             N              0.2963         0.1818
28             N              0.2857         0.1818
29             N              0.2759         0.1818
30             N              0.2667         0.1818
31             N              0.2581         0.1818
32             N              0.25          0.1818
33             N              0.2424         0.1818
34             N              0.2353         0.1818
35             R              0.2571         0.2045
36             N              0.25          0.2045
37             R              0.2703         0.2273
38             N              0.2632         0.2273
39             N              0.2564         0.2273
40             R              0.275           0.25
41             N              0.2683           0.25
42             N              0.2619           0.25
43             N              0.2558           0.25
44             N              0.25            0.25
45             N              0.2444           0.25
46             N              0.2391           0.25
47             N              0.234           0.25
48             N              0.2292           0.25
49             N              0.2245           0.25
50             R              0.24          0.2727
51             N              0.2353         0.2727
52             N              0.2308         0.2727
53             N              0.2264         0.2727
54             N              0.2222         0.2727
55             N              0.2182         0.2727
56             N              0.2143         0.2727
57             N              0.2105         0.2727
58             N              0.2069         0.2727
59             N              0.2034         0.2727
60             N              0.2           0.2727
61             N              0.1967         0.2727
62             N              0.1935         0.2727
63             N              0.1905         0.2727
64             N              0.1875         0.2727
65             N              0.1846         0.2727
66             N              0.1818         0.2727
67             N              0.1791         0.2727
68             R              0.1912         0.2955
69             N              0.1884         0.2955
70             N              0.1857         0.2955
71             R              0.1972         0.3182
72             N              0.1944         0.3182
73             N              0.1918         0.3182
74             N              0.1892         0.3182
75             N              0.1867         0.3182
76             N              0.1842         0.3182
77             N              0.1818         0.3182
78             N              0.1795         0.3182
79             N              0.1772         0.3182
80             N              0.175         0.3182
81             N              0.1728         0.3182
82             N              0.1707         0.3182
83             N              0.1687         0.3182
84             N              0.1667         0.3182
85             N              0.1647         0.3182
86             N              0.1628         0.3182
87             N              0.1609         0.3182
88             N              0.1591         0.3182
89             N              0.1573         0.3182
90             N              0.1556         0.3182
91             N              0.1538         0.3182
92             R              0.163         0.3409
93             N              0.1613         0.3409
94             R              0.1702         0.3636
95             N              0.1684         0.3636
96             R              0.1771         0.3864
97             N              0.1753         0.3864
98             N              0.1735         0.3864
99             N              0.1717         0.3864
100            N              0.17          0.3864
**********************************

Average Precision -> 0.30585294117647066
Precision at K = 5 :0.4
Precision at K = 20 :0.35
