Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              N              0.0              0.0
6              N              0.0              0.0
7              N              0.0              0.0
8              N              0.0              0.0
9              N              0.0              0.0
10             N              0.0              0.0
11             N              0.0              0.0
12             N              0.0              0.0
13             N              0.0              0.0
14             N              0.0              0.0
15             N              0.0              0.0
16             N              0.0              0.0
17             N              0.0              0.0
18             N              0.0              0.0
19             N              0.0              0.0
20             N              0.0              0.0
21             N              0.0              0.0
22             N              0.0              0.0
23             N              0.0              0.0
24             N              0.0              0.0
25             N              0.0              0.0
26             N              0.0              0.0
27             N              0.0              0.0
28             N              0.0              0.0
29             N              0.0              0.0
30             N              0.0              0.0
31             R              0.0323         0.0769
32             N              0.0312         0.0769
33             N              0.0303         0.0769
34             N              0.0294         0.0769
35             N              0.0286         0.0769
36             N              0.0278         0.0769
37             N              0.027         0.0769
38             N              0.0263         0.0769
39             N              0.0256         0.0769
40             N              0.025         0.0769
41             N              0.0244         0.0769
42             N              0.0238         0.0769
43             N              0.0233         0.0769
44             N              0.0227         0.0769
45             N              0.0222         0.0769
46             N              0.0217         0.0769
47             N              0.0213         0.0769
48             N              0.0208         0.0769
49             N              0.0204         0.0769
50             N              0.02          0.0769
51             N              0.0196         0.0769
52             N              0.0192         0.0769
53             N              0.0189         0.0769
54             N              0.0185         0.0769
55             N              0.0182         0.0769
56             N              0.0179         0.0769
57             N              0.0175         0.0769
58             N              0.0172         0.0769
59             N              0.0169         0.0769
60             N              0.0167         0.0769
61             N              0.0164         0.0769
62             N              0.0161         0.0769
63             N              0.0159         0.0769
64             N              0.0156         0.0769
65             N              0.0154         0.0769
66             N              0.0152         0.0769
67             N              0.0149         0.0769
68             N              0.0147         0.0769
69             N              0.0145         0.0769
70             N              0.0143         0.0769
71             N              0.0141         0.0769
72             N              0.0139         0.0769
73             N              0.0137         0.0769
74             N              0.0135         0.0769
75             N              0.0133         0.0769
76             N              0.0132         0.0769
77             N              0.013         0.0769
78             N              0.0128         0.0769
79             N              0.0127         0.0769
80             N              0.0125         0.0769
81             N              0.0123         0.0769
82             N              0.0122         0.0769
83             N              0.012         0.0769
84             N              0.0119         0.0769
85             N              0.0118         0.0769
86             N              0.0116         0.0769
87             N              0.0115         0.0769
88             N              0.0114         0.0769
89             N              0.0112         0.0769
90             N              0.0111         0.0769
91             N              0.011         0.0769
92             N              0.0109         0.0769
93             N              0.0108         0.0769
94             N              0.0106         0.0769
95             N              0.0105         0.0769
96             N              0.0104         0.0769
97             N              0.0103         0.0769
98             N              0.0102         0.0769
99             N              0.0101         0.0769
100            N              0.01          0.0769
**********************************

Average Precision -> 0.0323
Precision at K = 5 :0.0
Precision at K = 20 :0.0
