Rank		Relevance		Precision		Recall
1              R              1.0           0.0909
2              R              1.0           0.1818
3              R              1.0           0.2727
4              R              1.0           0.3636
5              N              0.8           0.3636
6              R              0.8333         0.4545
7              N              0.7143         0.4545
8              N              0.625         0.4545
9              N              0.5556         0.4545
10             N              0.5           0.4545
11             R              0.5455         0.5455
12             N              0.5           0.5455
13             N              0.4615         0.5455
14             N              0.4286         0.5455
15             N              0.4           0.5455
16             N              0.375         0.5455
17             N              0.3529         0.5455
18             R              0.3889         0.6364
19             N              0.3684         0.6364
20             N              0.35          0.6364
21             N              0.3333         0.6364
22             N              0.3182         0.6364
23             N              0.3043         0.6364
24             N              0.2917         0.6364
25             N              0.28          0.6364
26             N              0.2692         0.6364
27             N              0.2593         0.6364
28             N              0.25          0.6364
29             N              0.2414         0.6364
30             N              0.2333         0.6364
31             N              0.2258         0.6364
32             N              0.2188         0.6364
33             N              0.2121         0.6364
34             R              0.2353         0.7273
35             N              0.2286         0.7273
36             N              0.2222         0.7273
37             N              0.2162         0.7273
38             N              0.2105         0.7273
39             N              0.2051         0.7273
40             N              0.2           0.7273
41             N              0.1951         0.7273
42             N              0.1905         0.7273
43             N              0.186         0.7273
44             N              0.1818         0.7273
45             N              0.1778         0.7273
46             N              0.1739         0.7273
47             N              0.1702         0.7273
48             N              0.1667         0.7273
49             N              0.1633         0.7273
50             N              0.16          0.7273
51             N              0.1569         0.7273
52             N              0.1538         0.7273
53             N              0.1509         0.7273
54             N              0.1481         0.7273
55             N              0.1455         0.7273
56             N              0.1429         0.7273
57             N              0.1404         0.7273
58             N              0.1379         0.7273
59             N              0.1356         0.7273
60             N              0.1333         0.7273
61             N              0.1311         0.7273
62             N              0.129         0.7273
63             N              0.127         0.7273
64             N              0.125         0.7273
65             N              0.1231         0.7273
66             N              0.1212         0.7273
67             N              0.1194         0.7273
68             N              0.1176         0.7273
69             N              0.1159         0.7273
70             N              0.1143         0.7273
71             N              0.1127         0.7273
72             N              0.1111         0.7273
73             N              0.1096         0.7273
74             N              0.1081         0.7273
75             N              0.1067         0.7273
76             N              0.1053         0.7273
77             N              0.1039         0.7273
78             N              0.1026         0.7273
79             N              0.1013         0.7273
80             N              0.1           0.7273
81             N              0.0988         0.7273
82             N              0.0976         0.7273
83             N              0.0964         0.7273
84             N              0.0952         0.7273
85             N              0.0941         0.7273
86             N              0.093         0.7273
87             N              0.092         0.7273
88             N              0.0909         0.7273
89             N              0.0899         0.7273
90             N              0.0889         0.7273
91             N              0.0879         0.7273
92             N              0.087         0.7273
93             N              0.086         0.7273
94             N              0.0851         0.7273
95             N              0.0842         0.7273
96             N              0.0833         0.7273
97             N              0.0825         0.7273
98             N              0.0816         0.7273
99             N              0.0808         0.7273
100            N              0.08          0.7273
**********************************

Average Precision -> 0.7503749999999999
Precision at K = 5 :0.8
Precision at K = 20 :0.35
