Rank		Relevance		Precision		Recall
1              R              1.0           0.0286
2              R              1.0           0.0571
3              R              1.0           0.0857
4              R              1.0           0.1143
5              N              0.8           0.1143
6              R              0.8333         0.1429
7              R              0.8571         0.1714
8              R              0.875            0.2
9              N              0.7778            0.2
10             R              0.8           0.2286
11             N              0.7273         0.2286
12             R              0.75          0.2571
13             N              0.6923         0.2571
14             R              0.7143         0.2857
15             R              0.7333         0.3143
16             R              0.75          0.3429
17             N              0.7059         0.3429
18             R              0.7222         0.3714
19             R              0.7368            0.4
20             R              0.75          0.4286
21             N              0.7143         0.4286
22             N              0.6818         0.4286
23             N              0.6522         0.4286
24             N              0.625         0.4286
25             N              0.6           0.4286
26             N              0.5769         0.4286
27             R              0.5926         0.4571
28             N              0.5714         0.4571
29             N              0.5517         0.4571
30             N              0.5333         0.4571
31             R              0.5484         0.4857
32             N              0.5312         0.4857
33             N              0.5152         0.4857
34             N              0.5           0.4857
35             N              0.4857         0.4857
36             N              0.4722         0.4857
37             R              0.4865         0.5143
38             N              0.4737         0.5143
39             N              0.4615         0.5143
40             N              0.45          0.5143
41             N              0.439         0.5143
42             N              0.4286         0.5143
43             R              0.4419         0.5429
44             N              0.4318         0.5429
45             N              0.4222         0.5429
46             N              0.413         0.5429
47             N              0.4043         0.5429
48             N              0.3958         0.5429
49             N              0.3878         0.5429
50             N              0.38          0.5429
51             N              0.3725         0.5429
52             N              0.3654         0.5429
53             R              0.3774         0.5714
54             R              0.3889            0.6
55             R              0.4           0.6286
56             N              0.3929         0.6286
57             N              0.386         0.6286
58             N              0.3793         0.6286
59             N              0.3729         0.6286
60             R              0.3833         0.6571
61             N              0.377         0.6571
62             N              0.371         0.6571
63             N              0.3651         0.6571
64             N              0.3594         0.6571
65             N              0.3538         0.6571
66             N              0.3485         0.6571
67             R              0.3582         0.6857
68             N              0.3529         0.6857
69             N              0.3478         0.6857
70             N              0.3429         0.6857
71             N              0.338         0.6857
72             N              0.3333         0.6857
73             N              0.3288         0.6857
74             N              0.3243         0.6857
75             N              0.32          0.6857
76             N              0.3158         0.6857
77             N              0.3117         0.6857
78             N              0.3077         0.6857
79             N              0.3038         0.6857
80             N              0.3           0.6857
81             N              0.2963         0.6857
82             N              0.2927         0.6857
83             N              0.2892         0.6857
84             N              0.2857         0.6857
85             N              0.2824         0.6857
86             N              0.2791         0.6857
87             N              0.2759         0.6857
88             N              0.2727         0.6857
89             N              0.2697         0.6857
90             N              0.2667         0.6857
91             N              0.2637         0.6857
92             N              0.2609         0.6857
93             N              0.2581         0.6857
94             N              0.2553         0.6857
95             N              0.2526         0.6857
96             N              0.25          0.6857
97             N              0.2474         0.6857
98             N              0.2449         0.6857
99             N              0.2424         0.6857
100            N              0.24          0.6857
**********************************

Average Precision -> 0.6874666666666666
Precision at K = 5 :0.8
Precision at K = 20 :0.75
