Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              N              0.0              0.0
6              R              0.1667         0.0625
7              N              0.1429         0.0625
8              N              0.125         0.0625
9              N              0.1111         0.0625
10             N              0.1           0.0625
11             N              0.0909         0.0625
12             R              0.1667          0.125
13             N              0.1538          0.125
14             N              0.1429          0.125
15             N              0.1333          0.125
16             N              0.125          0.125
17             N              0.1176          0.125
18             N              0.1111          0.125
19             N              0.1053          0.125
20             N              0.1            0.125
21             N              0.0952          0.125
22             N              0.0909          0.125
23             N              0.087          0.125
24             N              0.0833          0.125
25             N              0.08           0.125
26             R              0.1154         0.1875
27             N              0.1111         0.1875
28             N              0.1071         0.1875
29             N              0.1034         0.1875
30             N              0.1           0.1875
31             N              0.0968         0.1875
32             R              0.125           0.25
33             N              0.1212           0.25
34             N              0.1176           0.25
35             N              0.1143           0.25
36             N              0.1111           0.25
37             N              0.1081           0.25
38             N              0.1053           0.25
39             N              0.1026           0.25
40             N              0.1             0.25
41             N              0.0976           0.25
42             N              0.0952           0.25
43             N              0.093           0.25
44             N              0.0909           0.25
45             N              0.0889           0.25
46             N              0.087           0.25
47             N              0.0851           0.25
48             N              0.0833           0.25
49             N              0.0816           0.25
50             N              0.08            0.25
51             N              0.0784           0.25
52             N              0.0769           0.25
53             N              0.0755           0.25
54             N              0.0741           0.25
55             N              0.0727           0.25
56             N              0.0714           0.25
57             N              0.0702           0.25
58             N              0.069           0.25
59             N              0.0678           0.25
60             N              0.0667           0.25
61             N              0.0656           0.25
62             N              0.0645           0.25
63             N              0.0635           0.25
64             N              0.0625           0.25
65             N              0.0615           0.25
66             N              0.0606           0.25
67             N              0.0597           0.25
68             N              0.0588           0.25
69             N              0.058           0.25
70             N              0.0571           0.25
71             N              0.0563           0.25
72             N              0.0556           0.25
73             N              0.0548           0.25
74             N              0.0541           0.25
75             N              0.0533           0.25
76             N              0.0526           0.25
77             N              0.0519           0.25
78             N              0.0513           0.25
79             N              0.0506           0.25
80             N              0.05            0.25
81             N              0.0494           0.25
82             N              0.0488           0.25
83             N              0.0482           0.25
84             N              0.0476           0.25
85             N              0.0471           0.25
86             N              0.0465           0.25
87             N              0.046           0.25
88             N              0.0455           0.25
89             N              0.0449           0.25
90             N              0.0444           0.25
91             N              0.044           0.25
92             N              0.0435           0.25
93             N              0.043           0.25
94             R              0.0532         0.3125
95             N              0.0526         0.3125
96             N              0.0521         0.3125
97             N              0.0515         0.3125
98             N              0.051         0.3125
99             N              0.0505         0.3125
100            N              0.05          0.3125
**********************************

Average Precision -> 0.1254
Precision at K = 5 :0.0
Precision at K = 20 :0.1
