Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              N              0.0              0.0
6              N              0.0              0.0
7              N              0.0              0.0
8              N              0.0              0.0
9              N              0.0              0.0
10             N              0.0              0.0
11             N              0.0              0.0
12             N              0.0              0.0
13             N              0.0              0.0
14             N              0.0              0.0
15             N              0.0              0.0
16             N              0.0              0.0
17             N              0.0              0.0
18             N              0.0              0.0
19             N              0.0              0.0
20             N              0.0              0.0
21             N              0.0              0.0
22             N              0.0              0.0
23             N              0.0              0.0
24             N              0.0              0.0
25             N              0.0              0.0
26             N              0.0              0.0
27             N              0.0              0.0
28             N              0.0              0.0
29             N              0.0              0.0
30             N              0.0              0.0
31             N              0.0              0.0
32             N              0.0              0.0
33             N              0.0              0.0
34             N              0.0              0.0
35             N              0.0              0.0
36             N              0.0              0.0
37             N              0.0              0.0
38             N              0.0              0.0
39             N              0.0              0.0
40             N              0.0              0.0
41             N              0.0              0.0
42             N              0.0              0.0
43             N              0.0              0.0
44             N              0.0              0.0
45             R              0.0222         0.0333
46             N              0.0217         0.0333
47             N              0.0213         0.0333
48             N              0.0208         0.0333
49             N              0.0204         0.0333
50             N              0.02          0.0333
51             N              0.0196         0.0333
52             N              0.0192         0.0333
53             N              0.0189         0.0333
54             N              0.0185         0.0333
55             N              0.0182         0.0333
56             N              0.0179         0.0333
57             N              0.0175         0.0333
58             N              0.0172         0.0333
59             N              0.0169         0.0333
60             N              0.0167         0.0333
61             N              0.0164         0.0333
62             N              0.0161         0.0333
63             N              0.0159         0.0333
64             N              0.0156         0.0333
65             N              0.0154         0.0333
66             N              0.0152         0.0333
67             N              0.0149         0.0333
68             N              0.0147         0.0333
69             N              0.0145         0.0333
70             N              0.0143         0.0333
71             N              0.0141         0.0333
72             N              0.0139         0.0333
73             N              0.0137         0.0333
74             N              0.0135         0.0333
75             N              0.0133         0.0333
76             N              0.0132         0.0333
77             N              0.013         0.0333
78             N              0.0128         0.0333
79             N              0.0127         0.0333
80             N              0.0125         0.0333
81             N              0.0123         0.0333
82             N              0.0122         0.0333
83             N              0.012         0.0333
84             N              0.0119         0.0333
85             N              0.0118         0.0333
86             N              0.0116         0.0333
87             N              0.0115         0.0333
88             N              0.0114         0.0333
89             N              0.0112         0.0333
90             N              0.0111         0.0333
91             N              0.011         0.0333
92             N              0.0109         0.0333
93             N              0.0108         0.0333
94             R              0.0213         0.0667
95             N              0.0211         0.0667
96             N              0.0208         0.0667
97             N              0.0206         0.0667
98             N              0.0204         0.0667
99             N              0.0202         0.0667
100            N              0.02          0.0667
**********************************

Average Precision -> 0.02175
Precision at K = 5 :0.0
Precision at K = 20 :0.0
