Rank		Relevance		Precision		Recall
1              R              1.0           0.0833
2              N              0.5           0.0833
3              N              0.3333         0.0833
4              N              0.25          0.0833
5              N              0.2           0.0833
6              N              0.1667         0.0833
7              N              0.1429         0.0833
8              N              0.125         0.0833
9              N              0.1111         0.0833
10             N              0.1           0.0833
11             N              0.0909         0.0833
12             N              0.0833         0.0833
13             N              0.0769         0.0833
14             R              0.1429         0.1667
15             N              0.1333         0.1667
16             N              0.125         0.1667
17             N              0.1176         0.1667
18             N              0.1111         0.1667
19             N              0.1053         0.1667
20             R              0.15            0.25
21             N              0.1429           0.25
22             N              0.1364           0.25
23             R              0.1739         0.3333
24             N              0.1667         0.3333
25             N              0.16          0.3333
26             N              0.1538         0.3333
27             N              0.1481         0.3333
28             N              0.1429         0.3333
29             N              0.1379         0.3333
30             N              0.1333         0.3333
31             N              0.129         0.3333
32             N              0.125         0.3333
33             N              0.1212         0.3333
34             N              0.1176         0.3333
35             N              0.1143         0.3333
36             N              0.1111         0.3333
37             N              0.1081         0.3333
38             N              0.1053         0.3333
39             N              0.1026         0.3333
40             N              0.1           0.3333
41             N              0.0976         0.3333
42             N              0.0952         0.3333
43             N              0.093         0.3333
44             N              0.0909         0.3333
45             N              0.0889         0.3333
46             N              0.087         0.3333
47             N              0.0851         0.3333
48             N              0.0833         0.3333
49             N              0.0816         0.3333
50             N              0.08          0.3333
51             N              0.0784         0.3333
52             N              0.0769         0.3333
53             N              0.0755         0.3333
54             N              0.0741         0.3333
55             N              0.0727         0.3333
56             N              0.0714         0.3333
57             N              0.0702         0.3333
58             N              0.069         0.3333
59             N              0.0678         0.3333
60             N              0.0667         0.3333
61             N              0.0656         0.3333
62             N              0.0645         0.3333
63             N              0.0635         0.3333
64             N              0.0625         0.3333
65             N              0.0615         0.3333
66             N              0.0606         0.3333
67             N              0.0597         0.3333
68             N              0.0588         0.3333
69             N              0.058         0.3333
70             N              0.0571         0.3333
71             N              0.0563         0.3333
72             R              0.0694         0.4167
73             N              0.0685         0.4167
74             N              0.0676         0.4167
75             R              0.08             0.5
76             N              0.0789            0.5
77             N              0.0779            0.5
78             N              0.0769            0.5
79             N              0.0759            0.5
80             N              0.075            0.5
81             N              0.0741            0.5
82             N              0.0732            0.5
83             N              0.0723            0.5
84             N              0.0714            0.5
85             N              0.0706            0.5
86             N              0.0698            0.5
87             N              0.069            0.5
88             N              0.0682            0.5
89             N              0.0674            0.5
90             N              0.0667            0.5
91             N              0.0659            0.5
92             N              0.0652            0.5
93             N              0.0645            0.5
94             N              0.0638            0.5
95             N              0.0632            0.5
96             N              0.0625            0.5
97             N              0.0619            0.5
98             N              0.0612            0.5
99             N              0.0606            0.5
100            N              0.06             0.5
**********************************

Average Precision -> 0.26936666666666664
Precision at K = 5 :0.2
Precision at K = 20 :0.15
