Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              N              0.0              0.0
6              N              0.0              0.0
7              N              0.0              0.0
8              N              0.0              0.0
9              N              0.0              0.0
10             N              0.0              0.0
11             N              0.0              0.0
12             N              0.0              0.0
13             N              0.0              0.0
14             N              0.0              0.0
15             N              0.0              0.0
16             N              0.0              0.0
17             N              0.0              0.0
18             N              0.0              0.0
19             N              0.0              0.0
20             N              0.0              0.0
21             N              0.0              0.0
22             N              0.0              0.0
23             N              0.0              0.0
24             R              0.0417           0.25
25             N              0.04            0.25
26             N              0.0385           0.25
27             N              0.037           0.25
28             N              0.0357           0.25
29             N              0.0345           0.25
30             N              0.0333           0.25
31             N              0.0323           0.25
32             N              0.0312           0.25
33             N              0.0303           0.25
34             N              0.0294           0.25
35             N              0.0286           0.25
36             N              0.0278           0.25
37             N              0.027           0.25
38             N              0.0263           0.25
39             N              0.0256           0.25
40             N              0.025           0.25
41             N              0.0244           0.25
42             N              0.0238           0.25
43             N              0.0233           0.25
44             N              0.0227           0.25
45             N              0.0222           0.25
46             N              0.0217           0.25
47             N              0.0213           0.25
48             N              0.0208           0.25
49             N              0.0204           0.25
50             N              0.02            0.25
51             N              0.0196           0.25
52             N              0.0192           0.25
53             N              0.0189           0.25
54             N              0.0185           0.25
55             N              0.0182           0.25
56             N              0.0179           0.25
57             N              0.0175           0.25
58             N              0.0172           0.25
59             N              0.0169           0.25
60             N              0.0167           0.25
61             N              0.0164           0.25
62             N              0.0161           0.25
63             N              0.0159           0.25
64             N              0.0156           0.25
65             N              0.0154           0.25
66             N              0.0152           0.25
67             N              0.0149           0.25
68             N              0.0147           0.25
69             N              0.0145           0.25
70             N              0.0143           0.25
71             N              0.0141           0.25
72             N              0.0139           0.25
73             N              0.0137           0.25
74             N              0.0135           0.25
75             N              0.0133           0.25
76             N              0.0132           0.25
77             N              0.013           0.25
78             N              0.0128           0.25
79             N              0.0127           0.25
80             N              0.0125           0.25
81             N              0.0123           0.25
82             N              0.0122           0.25
83             N              0.012           0.25
84             N              0.0119           0.25
85             N              0.0118           0.25
86             N              0.0116           0.25
87             N              0.0115           0.25
88             N              0.0114           0.25
89             N              0.0112           0.25
90             N              0.0111           0.25
91             N              0.011           0.25
92             N              0.0109           0.25
93             N              0.0108           0.25
94             N              0.0106           0.25
95             N              0.0105           0.25
96             N              0.0104           0.25
97             N              0.0103           0.25
98             N              0.0102           0.25
99             N              0.0101           0.25
100            N              0.01            0.25
**********************************

Average Precision -> 0.0417
Precision at K = 5 :0.0
Precision at K = 20 :0.0
