Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              N              0.0              0.0
6              N              0.0              0.0
7              N              0.0              0.0
8              N              0.0              0.0
9              N              0.0              0.0
10             N              0.0              0.0
11             R              0.0909         0.0588
12             N              0.0833         0.0588
13             N              0.0769         0.0588
14             N              0.0714         0.0588
15             N              0.0667         0.0588
16             N              0.0625         0.0588
17             N              0.0588         0.0588
18             N              0.0556         0.0588
19             N              0.0526         0.0588
20             N              0.05          0.0588
21             N              0.0476         0.0588
22             N              0.0455         0.0588
23             N              0.0435         0.0588
24             N              0.0417         0.0588
25             N              0.04          0.0588
26             N              0.0385         0.0588
27             N              0.037         0.0588
28             N              0.0357         0.0588
29             N              0.0345         0.0588
30             N              0.0333         0.0588
31             N              0.0323         0.0588
32             N              0.0312         0.0588
33             N              0.0303         0.0588
34             N              0.0294         0.0588
35             N              0.0286         0.0588
36             N              0.0278         0.0588
37             N              0.027         0.0588
38             N              0.0263         0.0588
39             N              0.0256         0.0588
40             N              0.025         0.0588
41             N              0.0244         0.0588
42             N              0.0238         0.0588
43             N              0.0233         0.0588
44             N              0.0227         0.0588
45             N              0.0222         0.0588
46             N              0.0217         0.0588
47             N              0.0213         0.0588
48             N              0.0208         0.0588
49             N              0.0204         0.0588
50             N              0.02          0.0588
51             N              0.0196         0.0588
52             N              0.0192         0.0588
53             N              0.0189         0.0588
54             N              0.0185         0.0588
55             R              0.0364         0.1176
56             N              0.0357         0.1176
57             N              0.0351         0.1176
58             N              0.0345         0.1176
59             N              0.0339         0.1176
60             N              0.0333         0.1176
61             N              0.0328         0.1176
62             N              0.0323         0.1176
63             N              0.0317         0.1176
64             N              0.0312         0.1176
65             N              0.0308         0.1176
66             N              0.0303         0.1176
67             N              0.0299         0.1176
68             N              0.0294         0.1176
69             N              0.029         0.1176
70             N              0.0286         0.1176
71             N              0.0282         0.1176
72             N              0.0278         0.1176
73             N              0.0274         0.1176
74             N              0.027         0.1176
75             R              0.04          0.1765
76             N              0.0395         0.1765
77             N              0.039         0.1765
78             N              0.0385         0.1765
79             N              0.038         0.1765
80             N              0.0375         0.1765
81             N              0.037         0.1765
82             N              0.0366         0.1765
83             N              0.0361         0.1765
84             N              0.0357         0.1765
85             N              0.0353         0.1765
86             N              0.0349         0.1765
87             N              0.0345         0.1765
88             N              0.0341         0.1765
89             N              0.0337         0.1765
90             N              0.0333         0.1765
91             N              0.033         0.1765
92             N              0.0326         0.1765
93             N              0.0323         0.1765
94             N              0.0319         0.1765
95             N              0.0316         0.1765
96             N              0.0312         0.1765
97             N              0.0309         0.1765
98             N              0.0306         0.1765
99             N              0.0303         0.1765
100            N              0.03          0.1765
**********************************

Average Precision -> 0.055766666666666666
Precision at K = 5 :0.0
Precision at K = 20 :0.05
