Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              R              0.3333         0.0196
4              N              0.25          0.0196
5              N              0.2           0.0196
6              N              0.1667         0.0196
7              N              0.1429         0.0196
8              N              0.125         0.0196
9              N              0.1111         0.0196
10             N              0.1           0.0196
11             N              0.0909         0.0196
12             N              0.0833         0.0196
13             N              0.0769         0.0196
14             N              0.0714         0.0196
15             N              0.0667         0.0196
16             N              0.0625         0.0196
17             N              0.0588         0.0196
18             N              0.0556         0.0196
19             R              0.1053         0.0392
20             N              0.1           0.0392
21             N              0.0952         0.0392
22             N              0.0909         0.0392
23             N              0.087         0.0392
24             N              0.0833         0.0392
25             N              0.08          0.0392
26             N              0.0769         0.0392
27             N              0.0741         0.0392
28             N              0.0714         0.0392
29             N              0.069         0.0392
30             N              0.0667         0.0392
31             R              0.0968         0.0588
32             N              0.0938         0.0588
33             N              0.0909         0.0588
34             N              0.0882         0.0588
35             R              0.1143         0.0784
36             N              0.1111         0.0784
37             N              0.1081         0.0784
38             N              0.1053         0.0784
39             N              0.1026         0.0784
40             N              0.1           0.0784
41             N              0.0976         0.0784
42             N              0.0952         0.0784
43             N              0.093         0.0784
44             N              0.0909         0.0784
45             N              0.0889         0.0784
46             N              0.087         0.0784
47             N              0.0851         0.0784
48             N              0.0833         0.0784
49             N              0.0816         0.0784
50             N              0.08          0.0784
51             N              0.0784         0.0784
52             N              0.0769         0.0784
53             N              0.0755         0.0784
54             N              0.0741         0.0784
55             N              0.0727         0.0784
56             N              0.0714         0.0784
57             N              0.0702         0.0784
58             N              0.069         0.0784
59             R              0.0847          0.098
60             N              0.0833          0.098
61             N              0.082          0.098
62             N              0.0806          0.098
63             N              0.0794          0.098
64             N              0.0781          0.098
65             N              0.0769          0.098
66             N              0.0758          0.098
67             N              0.0746          0.098
68             N              0.0735          0.098
69             N              0.0725          0.098
70             N              0.0714          0.098
71             N              0.0704          0.098
72             N              0.0694          0.098
73             N              0.0685          0.098
74             N              0.0676          0.098
75             N              0.0667          0.098
76             N              0.0658          0.098
77             N              0.0649          0.098
78             N              0.0641          0.098
79             N              0.0633          0.098
80             N              0.0625          0.098
81             N              0.0617          0.098
82             N              0.061          0.098
83             N              0.0602          0.098
84             N              0.0595          0.098
85             N              0.0588          0.098
86             N              0.0581          0.098
87             N              0.0575          0.098
88             N              0.0568          0.098
89             N              0.0562          0.098
90             N              0.0556          0.098
91             N              0.0549          0.098
92             N              0.0543          0.098
93             N              0.0538          0.098
94             N              0.0532          0.098
95             N              0.0526          0.098
96             N              0.0521          0.098
97             N              0.0515          0.098
98             N              0.051          0.098
99             N              0.0505          0.098
100            N              0.05           0.098
**********************************

Average Precision -> 0.14687999999999998
Precision at K = 5 :0.2
Precision at K = 20 :0.1
