Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              N              0.0              0.0
6              N              0.0              0.0
7              N              0.0              0.0
8              N              0.0              0.0
9              N              0.0              0.0
10             N              0.0              0.0
11             N              0.0              0.0
12             N              0.0              0.0
13             N              0.0              0.0
14             N              0.0              0.0
15             N              0.0              0.0
16             N              0.0              0.0
17             N              0.0              0.0
18             N              0.0              0.0
19             N              0.0              0.0
20             N              0.0              0.0
21             N              0.0              0.0
22             N              0.0              0.0
23             N              0.0              0.0
24             N              0.0              0.0
25             N              0.0              0.0
26             N              0.0              0.0
27             N              0.0              0.0
28             N              0.0              0.0
29             N              0.0              0.0
30             N              0.0              0.0
31             N              0.0              0.0
32             N              0.0              0.0
33             N              0.0              0.0
34             N              0.0              0.0
35             N              0.0              0.0
36             N              0.0              0.0
37             N              0.0              0.0
38             N              0.0              0.0
39             N              0.0              0.0
40             N              0.0              0.0
41             N              0.0              0.0
42             N              0.0              0.0
43             N              0.0              0.0
44             N              0.0              0.0
45             N              0.0              0.0
46             R              0.0217           0.25
47             N              0.0213           0.25
48             N              0.0208           0.25
49             N              0.0204           0.25
50             N              0.02            0.25
51             N              0.0196           0.25
52             N              0.0192           0.25
53             N              0.0189           0.25
54             N              0.0185           0.25
55             R              0.0364            0.5
56             R              0.0536           0.75
57             N              0.0526           0.75
58             N              0.0517           0.75
59             N              0.0508           0.75
60             N              0.05            0.75
61             R              0.0656            1.0
62             N              0.0645            1.0
63             N              0.0635            1.0
64             N              0.0625            1.0
65             N              0.0615            1.0
66             N              0.0606            1.0
67             N              0.0597            1.0
68             N              0.0588            1.0
69             N              0.058            1.0
70             N              0.0571            1.0
71             N              0.0563            1.0
72             N              0.0556            1.0
73             N              0.0548            1.0
74             N              0.0541            1.0
75             N              0.0533            1.0
76             N              0.0526            1.0
77             N              0.0519            1.0
78             N              0.0513            1.0
79             N              0.0506            1.0
80             N              0.05             1.0
81             N              0.0494            1.0
82             N              0.0488            1.0
83             N              0.0482            1.0
84             N              0.0476            1.0
85             N              0.0471            1.0
86             N              0.0465            1.0
87             N              0.046            1.0
88             N              0.0455            1.0
89             N              0.0449            1.0
90             N              0.0444            1.0
91             N              0.044            1.0
92             N              0.0435            1.0
93             N              0.043            1.0
94             N              0.0426            1.0
95             N              0.0421            1.0
96             N              0.0417            1.0
97             N              0.0412            1.0
98             N              0.0408            1.0
99             N              0.0404            1.0
100            N              0.04             1.0
**********************************

Average Precision -> 0.044325
Precision at K = 5 :0.0
Precision at K = 20 :0.0
