Rank		Relevance		Precision		Recall
1              R              1.0           0.0588
2              R              1.0           0.1176
3              N              0.6667         0.1176
4              N              0.5           0.1176
5              N              0.4           0.1176
6              N              0.3333         0.1176
7              N              0.2857         0.1176
8              N              0.25          0.1176
9              N              0.2222         0.1176
10             N              0.2           0.1176
11             N              0.1818         0.1176
12             N              0.1667         0.1176
13             N              0.1538         0.1176
14             N              0.1429         0.1176
15             N              0.1333         0.1176
16             N              0.125         0.1176
17             N              0.1176         0.1176
18             N              0.1111         0.1176
19             N              0.1053         0.1176
20             N              0.1           0.1176
21             N              0.0952         0.1176
22             N              0.0909         0.1176
23             N              0.087         0.1176
24             N              0.0833         0.1176
25             N              0.08          0.1176
26             N              0.0769         0.1176
27             N              0.0741         0.1176
28             N              0.0714         0.1176
29             N              0.069         0.1176
30             N              0.0667         0.1176
31             N              0.0645         0.1176
32             N              0.0625         0.1176
33             N              0.0606         0.1176
34             N              0.0588         0.1176
35             N              0.0571         0.1176
36             N              0.0556         0.1176
37             N              0.0541         0.1176
38             N              0.0526         0.1176
39             N              0.0513         0.1176
40             N              0.05          0.1176
41             N              0.0488         0.1176
42             N              0.0476         0.1176
43             N              0.0465         0.1176
44             N              0.0455         0.1176
45             N              0.0444         0.1176
46             N              0.0435         0.1176
47             N              0.0426         0.1176
48             N              0.0417         0.1176
49             N              0.0408         0.1176
50             N              0.04          0.1176
51             N              0.0392         0.1176
52             N              0.0385         0.1176
53             N              0.0377         0.1176
54             N              0.037         0.1176
55             N              0.0364         0.1176
56             N              0.0357         0.1176
57             N              0.0351         0.1176
58             N              0.0345         0.1176
59             N              0.0339         0.1176
60             N              0.0333         0.1176
61             N              0.0328         0.1176
62             N              0.0323         0.1176
63             N              0.0317         0.1176
64             N              0.0312         0.1176
65             N              0.0308         0.1176
66             N              0.0303         0.1176
67             N              0.0299         0.1176
68             N              0.0294         0.1176
69             N              0.029         0.1176
70             N              0.0286         0.1176
71             N              0.0282         0.1176
72             N              0.0278         0.1176
73             N              0.0274         0.1176
74             N              0.027         0.1176
75             N              0.0267         0.1176
76             N              0.0263         0.1176
77             N              0.026         0.1176
78             N              0.0256         0.1176
79             N              0.0253         0.1176
80             N              0.025         0.1176
81             N              0.0247         0.1176
82             N              0.0244         0.1176
83             N              0.0241         0.1176
84             N              0.0238         0.1176
85             N              0.0235         0.1176
86             N              0.0233         0.1176
87             N              0.023         0.1176
88             N              0.0227         0.1176
89             N              0.0225         0.1176
90             N              0.0222         0.1176
91             N              0.022         0.1176
92             N              0.0217         0.1176
93             N              0.0215         0.1176
94             N              0.0213         0.1176
95             N              0.0211         0.1176
96             N              0.0208         0.1176
97             N              0.0206         0.1176
98             N              0.0204         0.1176
99             N              0.0202         0.1176
100            N              0.02          0.1176
**********************************

Average Precision -> 1.0
Precision at K = 5 :0.4
Precision at K = 20 :0.1
