Rank		Relevance		Precision		Recall
1              N              0.0              0.0
2              N              0.0              0.0
3              N              0.0              0.0
4              N              0.0              0.0
5              N              0.0              0.0
6              N              0.0              0.0
7              N              0.0              0.0
8              N              0.0              0.0
9              N              0.0              0.0
10             N              0.0              0.0
11             R              0.0909            0.1
12             N              0.0833            0.1
13             N              0.0769            0.1
14             N              0.0714            0.1
15             N              0.0667            0.1
16             N              0.0625            0.1
17             N              0.0588            0.1
18             N              0.0556            0.1
19             N              0.0526            0.1
20             N              0.05             0.1
21             N              0.0476            0.1
22             N              0.0455            0.1
23             N              0.0435            0.1
24             N              0.0417            0.1
25             N              0.04             0.1
26             N              0.0385            0.1
27             N              0.037            0.1
28             N              0.0357            0.1
29             N              0.0345            0.1
30             N              0.0333            0.1
31             N              0.0323            0.1
32             N              0.0312            0.1
33             N              0.0303            0.1
34             N              0.0294            0.1
35             N              0.0286            0.1
36             N              0.0278            0.1
37             N              0.027            0.1
38             N              0.0263            0.1
39             N              0.0256            0.1
40             N              0.025            0.1
41             N              0.0244            0.1
42             N              0.0238            0.1
43             N              0.0233            0.1
44             N              0.0227            0.1
45             N              0.0222            0.1
46             N              0.0217            0.1
47             N              0.0213            0.1
48             N              0.0208            0.1
49             N              0.0204            0.1
50             N              0.02             0.1
51             R              0.0392            0.2
52             N              0.0385            0.2
53             N              0.0377            0.2
54             N              0.037            0.2
55             N              0.0364            0.2
56             N              0.0357            0.2
57             N              0.0351            0.2
58             N              0.0345            0.2
59             N              0.0339            0.2
60             N              0.0333            0.2
61             N              0.0328            0.2
62             N              0.0323            0.2
63             N              0.0317            0.2
64             N              0.0312            0.2
65             N              0.0308            0.2
66             N              0.0303            0.2
67             N              0.0299            0.2
68             N              0.0294            0.2
69             N              0.029            0.2
70             N              0.0286            0.2
71             N              0.0282            0.2
72             N              0.0278            0.2
73             N              0.0274            0.2
74             N              0.027            0.2
75             N              0.0267            0.2
76             N              0.0263            0.2
77             N              0.026            0.2
78             N              0.0256            0.2
79             N              0.0253            0.2
80             N              0.025            0.2
81             N              0.0247            0.2
82             N              0.0244            0.2
83             N              0.0241            0.2
84             N              0.0238            0.2
85             N              0.0235            0.2
86             N              0.0233            0.2
87             N              0.023            0.2
88             N              0.0227            0.2
89             N              0.0225            0.2
90             N              0.0222            0.2
91             N              0.022            0.2
92             N              0.0217            0.2
93             N              0.0215            0.2
94             N              0.0213            0.2
95             N              0.0211            0.2
96             N              0.0208            0.2
97             N              0.0206            0.2
98             N              0.0204            0.2
99             N              0.0202            0.2
100            N              0.02             0.2
**********************************

Average Precision -> 0.06505
Precision at K = 5 :0.0
Precision at K = 20 :0.05
