Rank		Relevance		Precision		Recall
1              R              1.0           0.0385
2              N              0.5           0.0385
3              N              0.3333         0.0385
4              R              0.5           0.0769
5              N              0.4           0.0769
6              N              0.3333         0.0769
7              N              0.2857         0.0769
8              N              0.25          0.0769
9              N              0.2222         0.0769
10             N              0.2           0.0769
11             R              0.2727         0.1154
12             N              0.25          0.1154
13             N              0.2308         0.1154
14             N              0.2143         0.1154
15             N              0.2           0.1154
16             R              0.25          0.1538
17             N              0.2353         0.1538
18             N              0.2222         0.1538
19             N              0.2105         0.1538
20             N              0.2           0.1538
21             N              0.1905         0.1538
22             R              0.2273         0.1923
23             N              0.2174         0.1923
24             N              0.2083         0.1923
25             N              0.2           0.1923
26             N              0.1923         0.1923
27             N              0.1852         0.1923
28             N              0.1786         0.1923
29             N              0.1724         0.1923
30             N              0.1667         0.1923
31             R              0.1935         0.2308
32             N              0.1875         0.2308
33             N              0.1818         0.2308
34             N              0.1765         0.2308
35             N              0.1714         0.2308
36             N              0.1667         0.2308
37             N              0.1622         0.2308
38             N              0.1579         0.2308
39             N              0.1538         0.2308
40             N              0.15          0.2308
41             N              0.1463         0.2308
42             N              0.1429         0.2308
43             N              0.1395         0.2308
44             N              0.1364         0.2308
45             N              0.1333         0.2308
46             N              0.1304         0.2308
47             N              0.1277         0.2308
48             N              0.125         0.2308
49             N              0.1224         0.2308
50             N              0.12          0.2308
51             N              0.1176         0.2308
52             R              0.1346         0.2692
53             N              0.1321         0.2692
54             N              0.1296         0.2692
55             N              0.1273         0.2692
56             N              0.125         0.2692
57             N              0.1228         0.2692
58             N              0.1207         0.2692
59             N              0.1186         0.2692
60             N              0.1167         0.2692
61             N              0.1148         0.2692
62             N              0.1129         0.2692
63             N              0.1111         0.2692
64             N              0.1094         0.2692
65             N              0.1077         0.2692
66             N              0.1061         0.2692
67             N              0.1045         0.2692
68             N              0.1029         0.2692
69             N              0.1014         0.2692
70             N              0.1           0.2692
71             N              0.0986         0.2692
72             N              0.0972         0.2692
73             N              0.0959         0.2692
74             N              0.0946         0.2692
75             N              0.0933         0.2692
76             N              0.0921         0.2692
77             N              0.0909         0.2692
78             N              0.0897         0.2692
79             N              0.0886         0.2692
80             N              0.0875         0.2692
81             N              0.0864         0.2692
82             N              0.0854         0.2692
83             N              0.0843         0.2692
84             N              0.0833         0.2692
85             N              0.0824         0.2692
86             N              0.0814         0.2692
87             N              0.0805         0.2692
88             N              0.0795         0.2692
89             N              0.0787         0.2692
90             N              0.0778         0.2692
91             N              0.0769         0.2692
92             N              0.0761         0.2692
93             N              0.0753         0.2692
94             N              0.0745         0.2692
95             N              0.0737         0.2692
96             N              0.0729         0.2692
97             N              0.0722         0.2692
98             N              0.0714         0.2692
99             N              0.0707         0.2692
100            N              0.07          0.2692
**********************************

Average Precision -> 0.3683
Precision at K = 5 :0.4
Precision at K = 20 :0.2
