Rank		Relevance		Precision		Recall
1              R              1.0              0.2
2              R              1.0              0.4
3              N              0.6667            0.4
4              N              0.5              0.4
5              N              0.4              0.4
6              N              0.3333            0.4
7              N              0.2857            0.4
8              N              0.25             0.4
9              N              0.2222            0.4
10             N              0.2              0.4
11             N              0.1818            0.4
12             N              0.1667            0.4
13             N              0.1538            0.4
14             N              0.1429            0.4
15             N              0.1333            0.4
16             N              0.125            0.4
17             N              0.1176            0.4
18             N              0.1111            0.4
19             N              0.1053            0.4
20             N              0.1              0.4
21             N              0.0952            0.4
22             N              0.0909            0.4
23             N              0.087            0.4
24             N              0.0833            0.4
25             N              0.08             0.4
26             N              0.0769            0.4
27             N              0.0741            0.4
28             N              0.0714            0.4
29             N              0.069            0.4
30             N              0.0667            0.4
31             N              0.0645            0.4
32             N              0.0625            0.4
33             N              0.0606            0.4
34             N              0.0588            0.4
35             N              0.0571            0.4
36             N              0.0556            0.4
37             N              0.0541            0.4
38             N              0.0526            0.4
39             N              0.0513            0.4
40             N              0.05             0.4
41             N              0.0488            0.4
42             N              0.0476            0.4
43             N              0.0465            0.4
44             N              0.0455            0.4
45             N              0.0444            0.4
46             N              0.0435            0.4
47             N              0.0426            0.4
48             N              0.0417            0.4
49             N              0.0408            0.4
50             N              0.04             0.4
51             N              0.0392            0.4
52             N              0.0385            0.4
53             N              0.0377            0.4
54             N              0.037            0.4
55             N              0.0364            0.4
56             N              0.0357            0.4
57             N              0.0351            0.4
58             N              0.0345            0.4
59             N              0.0339            0.4
60             N              0.0333            0.4
61             N              0.0328            0.4
62             N              0.0323            0.4
63             N              0.0317            0.4
64             N              0.0312            0.4
65             N              0.0308            0.4
66             N              0.0303            0.4
67             N              0.0299            0.4
68             N              0.0294            0.4
69             N              0.029            0.4
70             N              0.0286            0.4
71             N              0.0282            0.4
72             N              0.0278            0.4
73             N              0.0274            0.4
74             N              0.027            0.4
75             N              0.0267            0.4
76             N              0.0263            0.4
77             N              0.026            0.4
78             N              0.0256            0.4
79             N              0.0253            0.4
80             N              0.025            0.4
81             N              0.0247            0.4
82             N              0.0244            0.4
83             N              0.0241            0.4
84             N              0.0238            0.4
85             N              0.0235            0.4
86             N              0.0233            0.4
87             N              0.023            0.4
88             N              0.0227            0.4
89             N              0.0225            0.4
90             N              0.0222            0.4
91             N              0.022            0.4
92             N              0.0217            0.4
93             N              0.0215            0.4
94             N              0.0213            0.4
95             N              0.0211            0.4
96             N              0.0208            0.4
97             N              0.0206            0.4
98             N              0.0204            0.4
99             N              0.0202            0.4
100            N              0.02             0.4
**********************************

Average Precision -> 1.0
Precision at K = 5 :0.4
Precision at K = 20 :0.1
